target,class_name,feature,mean_abs_shap,rank,importance_kind,note
model_key,mistral-7b-hf,text_repetition_rate,0.015770500000000028,6,shap,
model_key,mistral-7b-hf,text_entropy,0.014994625000000003,7,shap,
model_key,mistral-7b-hf,source_response_length,0.013418625000000003,8,shap,
model_key,mistral-7b-hf,text_newline_count,0.013167874999999996,9,shap,
model_key,mistral-7b-hf,text_avg_word_frequency,0.011970249999999993,10,shap,
model_key,mistral-7b-hf,text_char_count,0.011943374999999997,11,shap,
model_key,mistral-7b-hf,text_repeated_bigram_ratio,0.011567499999999988,12,shap,
model_key,mistral-7b-hf,text_word_count,0.010763124999999993,13,shap,
model_key,mistral-7b-hf,text_paragraph_count,0.008923250000000004,14,shap,
model_key,mistral-7b-hf,text_list_marker_count,0.007697749999999985,15,shap,
model_key,mistral-7b-hf,text_first_person_pronoun_density,0.0073131249999999984,16,shap,
model_key,mistral-7b-hf,text_repeated_trigram_ratio,0.0072240000000000065,17,shap,
model_key,mistral-7b-hf,text_sentence_count,0.007207749999999983,18,shap,
model_key,mistral-7b-hf,text_hedge_word_count,0.006596875000000004,19,shap,
model_key,mistral-7b-hf,text_hedge_word_density,0.006235250000000006,20,shap,
model_key,mistral-7b-hf,text_avg_word_length,0.006186874999999977,21,shap,
model_key,mistral-7b-hf,text_comma_density,0.006156125000000006,22,shap,
model_key,mistral-7b-hf,text_colon_density,0.005921875000000006,23,shap,
model_key,mistral-7b-hf,text_avg_sentence_chars,0.005825250000000009,24,shap,
model_key,mistral-7b-hf,text_first_person_pronoun_count,0.005618000000000007,25,shap,
model_key,mistral-7b-hf,text_semicolon_density,0.005498999999999998,26,shap,
model_key,mistral-7b-hf,text_max_word_frequency,0.005305874999999992,27,shap,
model_key,mistral-7b-hf,text_avg_sentence_words,0.004410125000000007,28,shap,
model_key,mistral-7b-hf,text_negation_word_count,0.0042270000000000025,29,shap,
model_key,mistral-7b-hf,text_negation_word_density,0.003127249999999987,30,shap,
model_key,mistral-7b-hf,text_digit_density,0.0030383750000000003,31,shap,
model_key,mistral-7b-hf,text_exclamation_mark_density,0.002031000000000003,32,shap,
model_key,mistral-7b-hf,text_second_person_pronoun_count,0.0016796250000000099,33,shap,
model_key,mistral-7b-hf,text_uppercase_word_ratio,0.001354625000000009,34,shap,
model_key,mistral-7b-hf,text_second_person_pronoun_density,0.0011927499999999963,35,shap,
model_key,mistral-7b-hf,text_code_fence_count,5.9749999999999216e-05,36,shap,
model_key,phi-3-mini-hf,text_hapax_ratio,0.03235824999999999,1,shap,
model_key,phi-3-mini-hf,text_type_token_ratio,0.027038625000000018,2,shap,
model_key,phi-3-mini-hf,text_repetition_rate,0.02682250000000001,3,shap,
model_key,phi-3-mini-hf,text_punctuation_density,0.026560750000000004,4,shap,
model_key,phi-3-mini-hf,source_response_length,0.02345275000000001,5,shap,
model_key,phi-3-mini-hf,text_char_count,0.021249999999999998,6,shap,
model_key,phi-3-mini-hf,text_repeated_trigram_ratio,0.020193000000000016,7,shap,
model_key,phi-3-mini-hf,text_entropy,0.020114624999999997,8,shap,
model_key,phi-3-mini-hf,text_unique_word_count,0.019903499999999984,9,shap,
model_key,phi-3-mini-hf,text_repeated_bigram_ratio,0.018371624999999975,10,shap,
model_key,phi-3-mini-hf,text_word_count,0.016430124999999993,11,shap,
model_key,phi-3-mini-hf,text_avg_word_frequency,0.015935374999999988,12,shap,
model_key,phi-3-mini-hf,text_comma_density,0.014564624999999998,13,shap,
model_key,phi-3-mini-hf,text_avg_word_length,0.01295075000000002,14,shap,
model_key,phi-3-mini-hf,text_colon_density,0.012337000000000008,15,shap,
model_key,phi-3-mini-hf,text_paragraph_count,0.011510624999999995,16,shap,
model_key,phi-3-mini-hf,text_avg_sentence_chars,0.010554375000000008,17,shap,
model_key,phi-3-mini-hf,text_punctuation_count,0.00942337499999999,18,shap,
model_key,phi-3-mini-hf,text_avg_sentence_words,0.008952124999999988,19,shap,
model_key,phi-3-mini-hf,text_first_person_pronoun_density,0.00848475,20,shap,
model_key,phi-3-mini-hf,text_newline_count,0.008167374999999994,21,shap,
model_key,phi-3-mini-hf,text_hedge_word_count,0.007191375000000007,22,shap,
model_key,phi-3-mini-hf,text_semicolon_density,0.007091375000000006,23,shap,
model_key,phi-3-mini-hf,text_sentence_count,0.006904875000000013,24,shap,
model_key,phi-3-mini-hf,text_hedge_word_density,0.005347624999999999,25,shap,
model_key,phi-3-mini-hf,text_first_person_pronoun_count,0.005303875000000008,26,shap,
model_key,phi-3-mini-hf,text_negation_word_density,0.005082874999999991,27,shap,
model_key,phi-3-mini-hf,text_negation_word_count,0.004850625000000002,28,shap,
model_key,phi-3-mini-hf,text_list_marker_count,0.0044016249999999976,29,shap,
model_key,phi-3-mini-hf,text_max_word_frequency,0.0041991250000000015,30,shap,
model_key,phi-3-mini-hf,text_second_person_pronoun_count,0.003105749999999997,31,shap,
model_key,phi-3-mini-hf,text_second_person_pronoun_density,0.002995125000000006,32,shap,
model_key,phi-3-mini-hf,text_digit_density,0.002831124999999994,33,shap,
model_key,phi-3-mini-hf,text_uppercase_word_ratio,0.0011832500000000005,34,shap,
model_key,phi-3-mini-hf,text_exclamation_mark_density,0.0004966250000000094,35,shap,
model_key,phi-3-mini-hf,text_code_fence_count,0.00013237499999999984,36,shap,
model_key,__overall__,text_punctuation_density,0.04147337499999999,1,shap,
model_key,__overall__,text_hapax_ratio,0.029619500000000003,2,shap,
model_key,__overall__,text_unique_word_count,0.026964562499999994,3,shap,
model_key,__overall__,text_punctuation_count,0.02683725,4,shap,
model_key,__overall__,text_entropy,0.023950687500000005,5,shap,
model_key,__overall__,text_type_token_ratio,0.022998937500000018,6,shap,
model_key,__overall__,text_repetition_rate,0.021986937500000005,7,shap,
model_key,__overall__,text_repeated_bigram_ratio,0.021140937499999984,8,shap,
model_key,__overall__,text_repeated_trigram_ratio,0.017199562500000005,9,shap,
model_key,__overall__,source_response_length,0.017181375,10,shap,
model_key,__overall__,text_char_count,0.0160810625,11,shap,
model_key,__overall__,text_avg_word_frequency,0.01481612499999999,12,shap,
model_key,__overall__,text_word_count,0.014306937499999981,13,shap,
model_key,__overall__,text_newline_count,0.011218437500000008,14,shap,
model_key,__overall__,text_paragraph_count,0.010252437500000001,15,shap,
model_key,__overall__,text_colon_density,0.009347750000000007,16,shap,
model_key,__overall__,text_comma_density,0.0086091875,17,shap,
model_key,__overall__,text_avg_word_length,0.008235249999999996,18,shap,
model_key,__overall__,text_sentence_count,0.007708000000000002,19,shap,
model_key,__overall__,text_first_person_pronoun_density,0.007162812500000006,20,shap,
model_key,__overall__,text_list_marker_count,0.006859374999999998,21,shap,
model_key,__overall__,text_avg_sentence_chars,0.006685125000000004,22,shap,
model_key,__overall__,text_semicolon_density,0.006034062499999997,23,shap,
model_key,__overall__,text_hedge_word_count,0.005550312500000003,24,shap,
model_key,__overall__,text_avg_sentence_words,0.005534499999999999,25,shap,
model_key,__overall__,text_max_word_frequency,0.005064124999999998,26,shap,
model_key,__overall__,text_hedge_word_density,0.004644874999999999,27,shap,
model_key,__overall__,text_first_person_pronoun_count,0.004557500000000003,28,shap,
model_key,__overall__,text_negation_word_count,0.004448312499999997,29,shap,
model_key,__overall__,text_negation_word_density,0.004145187499999984,30,shap,
model_key,__overall__,text_digit_density,0.0032968125000000037,31,shap,
model_key,__overall__,text_second_person_pronoun_count,0.002287250000000002,32,shap,
model_key,__overall__,text_second_person_pronoun_density,0.001973937500000002,33,shap,
model_key,__overall__,text_exclamation_mark_density,0.0013560625000000042,34,shap,
model_key,__overall__,text_uppercase_word_ratio,0.0013550625000000101,35,shap,
model_key,__overall__,text_code_fence_count,6.749999999999934e-05,36,shap,
