source_avg_logprob,source_generated_tokens,source_perplexity,source_response_length,source_sum_logprob,text_avg_sentence_chars,text_avg_sentence_words,text_avg_word_frequency,text_avg_word_length,text_char_count,text_code_fence_count,text_colon_density,text_comma_density,text_digit_density,text_entropy,text_exclamation_mark_density,text_first_person_pronoun_count,text_first_person_pronoun_density,text_hapax_ratio,text_hedge_word_count,text_hedge_word_density,text_list_marker_count,text_markdown_bold_count,text_markdown_heading_count,text_max_word_frequency,text_negation_word_count,text_negation_word_density,text_newline_count,text_paragraph_count,text_punctuation_count,text_punctuation_density,text_question_mark_density,text_repeated_bigram_ratio,text_repeated_trigram_ratio,text_repetition_rate,text_second_person_pronoun_count,text_second_person_pronoun_density,text_semicolon_density,text_sentence_count,text_type_token_ratio,text_unique_word_count,text_uppercase_word_ratio,text_word_count
-0.132235,822.0,1.141377,1938.0,-108.697476,83.26086956521739,11.521739130434783,1.5142857142857142,6.1169811320754715,1946.0,0.0,0.0035971223021582736,0.011305241521068859,0.0035971223021582736,7.154728859381673,0.0,1.0,0.0037735849056603774,0.5018867924528302,0.0,0.0,7.0,0.0,0.0,10.0,5.0,0.018867924528301886,8.0,2.0,52.0,0.02672147995889003,0.0,0.10227272727272728,0.049429657794676805,0.339622641509434,0.0,0.0,0.0,23.0,0.660377358490566,175.0,0.0,265.0
-0.234644,775.0,1.264458,2126.0,-181.848858,105.45,14.0,1.6374269005847952,6.260714285714286,2138.0,0.0,0.004677268475210477,0.010757717492984098,0.004677268475210477,6.925010191145671,0.0,3.0,0.010714285714285714,0.4714285714285714,0.0,0.0,8.0,9.0,0.0,16.0,1.0,0.0035714285714285713,12.0,3.0,94.0,0.04396632366697849,0.0,0.14695340501792115,0.0683453237410072,0.38928571428571423,0.0,0.0,0.0,20.0,0.6107142857142858,171.0,0.0035714285714285713,280.0
-0.1561415,0.0,1.1689919999999998,2662.0,-77.5851265,97.96296296296296,14.814814814814815,2.127659574468085,5.355,2690.0,0.0,0.002973977695167286,0.010408921933085501,0.002973977695167286,6.9222151251621,0.0,0.0,0.0,0.3075,2.0,0.005,6.0,11.0,0.0,21.0,2.0,0.005,28.0,13.0,125.0,0.046468401486988845,0.0003717472118959108,0.18295739348370926,0.09045226130653267,0.53,10.0,0.025,0.0,27.0,0.47,188.0,0.0075,400.0
-0.106433,431.0,1.112304,2112.0,-45.87275,104.5,16.0,1.6666666666666667,5.415625,2124.0,0.0,0.002824858757062147,0.011299435028248588,0.0023540489642184556,7.129395764068101,0.0,11.0,0.034375,0.446875,1.0,0.003125,5.0,0.0,0.0,16.0,0.0,0.0,12.0,7.0,59.0,0.027777777777777776,0.0,0.10031347962382445,0.03773584905660377,0.4,1.0,0.003125,0.0,20.0,0.6,192.0,0.0,320.0
-0.229863,445.0,1.258428,1994.0,-102.28922,103.73684210526316,17.31578947368421,1.236842105263158,4.914893617021277,2003.0,0.0,0.0004992511233150275,0.006989515726410384,0.000998502246630055,7.844254488158336,0.000998502246630055,3.0,0.00911854103343465,0.7173252279635258,2.0,0.0060790273556231,0.0,0.0,0.0,9.0,1.0,0.00303951367781155,9.0,4.0,49.0,0.024463305042436344,0.000998502246630055,0.012195121951219513,0.0,0.19148936170212771,15.0,0.04559270516717325,0.0004992511233150275,19.0,0.8085106382978723,266.0,0.0,329.0
-0.1561415,0.0,1.1689919999999998,1842.0,-77.5851265,90.8,13.35,1.7919463087248322,5.670411985018727,1856.0,0.0,0.0,0.018857758620689655,0.0016163793103448276,6.687008552785736,0.0005387931034482759,5.0,0.018726591760299626,0.42696629213483145,0.0,0.0,0.0,0.0,0.0,17.0,10.0,0.03745318352059925,14.0,8.0,56.0,0.03017241379310345,0.0005387931034482759,0.20676691729323307,0.12075471698113208,0.44194756554307113,1.0,0.003745318352059925,0.0,20.0,0.5580524344569289,149.0,0.0,267.0
-0.115437,726.0,1.122364,1764.0,-83.807433,109.375,15.5,1.710344827586207,5.951612903225806,1772.0,0.0,0.003386004514672686,0.008465011286681716,0.0039503386004514675,6.694466761152932,0.0,17.0,0.06854838709677419,0.4314516129032258,0.0,0.0,5.0,0.0,0.0,15.0,0.0,0.0,8.0,3.0,40.0,0.022573363431151242,0.0,0.1659919028340081,0.08536585365853659,0.41532258064516125,0.0,0.0,0.0,16.0,0.5846774193548387,145.0,0.008064516129032258,248.0
-0.24448,776.0,1.276957,1976.0,-189.716586,81.33333333333333,11.833333333333334,1.7317073170731707,5.75,1989.0,0.0,0.0005027652086475615,0.01608848667672197,0.003519356460532931,6.858890803113998,0.0,8.0,0.028169014084507043,0.4225352112676056,0.0,0.0,7.0,0.0,0.0,16.0,0.0,0.0,13.0,4.0,57.0,0.02865761689291101,0.0,0.16607773851590105,0.09574468085106383,0.4225352112676056,0.0,0.0,0.0,24.0,0.5774647887323944,164.0,0.0,284.0
-0.1561415,0.0,1.1689919999999998,1441.0,-77.5851265,102.35714285714286,18.142857142857142,1.984375,4.460629921259843,1457.0,0.0,0.004118050789293068,0.0075497597803706245,0.004118050789293068,6.4425451800931315,0.0,0.0,0.0,0.3346456692913386,0.0,0.0,6.0,3.0,0.0,13.0,0.0,0.0,16.0,7.0,58.0,0.03980782429649966,0.0013726835964310226,0.1541501976284585,0.05555555555555555,0.49606299212598426,25.0,0.0984251968503937,0.0,14.0,0.5039370078740157,128.0,0.0,254.0
-0.093023,353.0,1.097487,1655.0,-32.837003,96.17647058823529,16.176470588235293,1.7080745341614907,4.865454545454545,1663.0,0.0,0.0,0.010823812387251955,0.0012026458208057728,6.791726672109529,0.0012026458208057728,0.0,0.0,0.4509090909090909,1.0,0.0036363636363636364,0.0,0.0,0.0,14.0,1.0,0.0036363636363636364,8.0,5.0,47.0,0.02826217678893566,0.0006013229104028864,0.08029197080291971,0.02564102564102564,0.41454545454545455,21.0,0.07636363636363637,0.0,17.0,0.5854545454545454,161.0,0.0,275.0
-0.33446,2336.0,1.397185,12278.0,-781.297956,677.5555555555555,81.66666666666667,1.0560344827586208,7.127210884353741,12280.0,0.0,0.000488599348534202,0.000977198697068404,0.0010586319218241042,10.39060632416251,8.143322475570033e-05,8.0,0.005442176870748299,0.9142857142857143,1.0,0.0006802721088435374,0.0,0.0,0.0,7.0,2.0,0.0013605442176870747,15.0,3.0,120.0,0.009771986970684038,8.143322475570033e-05,0.004765146358066712,0.0020435967302452314,0.05306122448979589,6.0,0.004081632653061225,8.143322475570033e-05,18.0,0.9469387755102041,1392.0,0.0,1470.0
-0.1561415,0.0,1.1689919999999998,1270.0,-77.5851265,126.5,18.6,1.488,5.629032258064516,1280.0,0.0,0.00078125,0.01171875,0.00390625,6.645454446379171,0.00078125,10.0,0.053763440860215055,0.5268817204301075,0.0,0.0,3.0,0.0,0.0,10.0,3.0,0.016129032258064516,10.0,5.0,31.0,0.02421875,0.0,0.0972972972972973,0.043478260869565216,0.32795698924731187,0.0,0.0,0.0,10.0,0.6720430107526881,125.0,0.0,186.0
-0.1349,220.0,1.144423,578.0,-29.678108,143.75,20.0,1.25,6.1,578.0,0.0,0.0,0.012110726643598616,0.0,5.8341837197791895,0.0,7.0,0.0875,0.675,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0125,0.0,1.0,11.0,0.01903114186851211,0.0,0.012658227848101266,0.0,0.19999999999999996,0.0,0.0,0.0,4.0,0.8,64.0,0.0,80.0
-0.243431,714.0,1.275618,1951.0,-173.809599,138.35714285714286,18.285714285714285,1.4883720930232558,6.34375,1960.0,0.0,0.003061224489795918,0.014285714285714285,0.002551020408163265,7.081586865334872,0.0,8.0,0.03125,0.53125,0.0,0.0,5.0,5.0,0.0,9.0,2.0,0.0078125,9.0,3.0,70.0,0.03571428571428571,0.0,0.08627450980392157,0.023622047244094488,0.328125,0.0,0.0,0.0,14.0,0.671875,172.0,0.0,256.0
-0.1561415,0.0,1.1689919999999998,2005.0,-77.5851265,79.2,12.76,2.2,4.981191222570533,2024.0,0.0,0.004446640316205534,0.007411067193675889,0.001976284584980237,6.6872883420926765,0.0,0.0,0.0,0.25391849529780564,7.0,0.0219435736677116,7.0,9.0,0.0,20.0,1.0,0.003134796238244514,19.0,8.0,99.0,0.04891304347826087,0.0004940711462450593,0.15723270440251572,0.06309148264984227,0.5454545454545454,4.0,0.012539184952978056,0.0,25.0,0.45454545454545453,145.0,0.0,319.0
-0.149936,225.0,1.161759,1126.0,-33.735512,101.27272727272727,16.363636363636363,1.6981132075471699,5.1,1130.0,0.0,0.0,0.008849557522123894,0.0,6.4627833773451275,0.0,3.0,0.016666666666666666,0.37222222222222223,4.0,0.022222222222222223,0.0,0.0,0.0,6.0,2.0,0.011111111111111112,4.0,3.0,28.0,0.024778761061946902,0.0,0.0670391061452514,0.016853932584269662,0.4111111111111111,1.0,0.005555555555555556,0.0,11.0,0.5888888888888889,106.0,0.0,180.0
-0.22358,318.0,1.250546,1564.0,-71.098515,172.55555555555554,25.88888888888889,1.2802197802197801,5.510729613733906,1570.0,0.0,0.0006369426751592356,0.005732484076433121,0.0,7.317473363601688,0.0,4.0,0.017167381974248927,0.6652360515021459,2.0,0.008583690987124463,2.0,2.0,0.0,6.0,0.0,0.0,6.0,4.0,42.0,0.0267515923566879,0.0,0.017241379310344827,0.0,0.2188841201716738,0.0,0.0,0.0006369426751592356,9.0,0.7811158798283262,182.0,0.0,233.0
-0.1561415,0.0,1.1689919999999998,1632.0,-77.5851265,95.05882352941177,12.882352941176471,1.8717948717948718,6.068493150684931,1648.0,0.0,0.0048543689320388345,0.014563106796116505,0.0018203883495145632,6.45000896641944,0.0,2.0,0.0091324200913242,0.3470319634703196,0.0,0.0,6.0,6.0,0.0,12.0,8.0,0.0365296803652968,16.0,7.0,76.0,0.04611650485436893,0.0006067961165048543,0.20642201834862386,0.0967741935483871,0.4657534246575342,0.0,0.0,0.0,17.0,0.5342465753424658,117.0,0.0,219.0
-0.078178,415.0,1.081315,1013.0,-32.443683,66.73333333333333,9.733333333333333,1.5869565217391304,5.6506849315068495,1025.0,0.0,0.001951219512195122,0.00975609756097561,0.005853658536585366,6.222301401577405,0.0,2.0,0.0136986301369863,0.4520547945205479,0.0,0.0,6.0,0.0,0.0,8.0,3.0,0.02054794520547945,12.0,5.0,38.0,0.037073170731707315,0.0,0.1724137931034483,0.09722222222222222,0.36986301369863017,0.0,0.0,0.0,15.0,0.6301369863013698,92.0,0.0,146.0
-0.215497,434.0,1.240478,1136.0,-93.525487,70.75,9.5625,1.3076923076923077,6.071895424836601,1150.0,0.0,0.0008695652173913044,0.01391304347826087,0.009565217391304347,6.71732777417572,0.0,1.0,0.006535947712418301,0.6013071895424836,0.0,0.0,10.0,0.0,0.0,5.0,2.0,0.013071895424836602,14.0,3.0,43.0,0.03739130434782609,0.0,0.039473684210526314,0.006622516556291391,0.23529411764705888,0.0,0.0,0.0,16.0,0.7647058823529411,117.0,0.0,153.0
-0.1561415,0.0,1.1689919999999998,2404.0,-77.5851265,108.45454545454545,16.772727272727273,2.30625,5.235772357723577,2419.0,0.0,0.0045473336089293095,0.0086812732534105,0.002066969822240595,6.707571911571015,0.0,1.0,0.0027100271002710027,0.2601626016260163,11.0,0.02981029810298103,9.0,9.0,0.0,21.0,2.0,0.005420054200542005,15.0,5.0,105.0,0.0434063662670525,0.0,0.23641304347826086,0.1307901907356948,0.5663956639566395,0.0,0.0,0.0,22.0,0.43360433604336046,160.0,0.0,369.0
-0.111317,415.0,1.117749,1952.0,-46.196496,120.875,19.875,1.7096774193548387,4.977987421383648,1964.0,0.0,0.003054989816700611,0.010692464358452138,0.0025458248472505093,7.186680900968243,0.0,3.0,0.009433962264150943,0.3805031446540881,6.0,0.018867924528301886,5.0,0.0,0.0,13.0,1.0,0.0031446540880503146,12.0,7.0,53.0,0.0269857433808554,0.0,0.08517350157728706,0.02531645569620253,0.41509433962264153,1.0,0.0031446540880503146,0.0005091649694501018,16.0,0.5849056603773585,186.0,0.0,318.0
-0.207471,100.0,1.230562,488.0,-20.747079,162.0,24.666666666666668,1.1384615384615384,5.45945945945946,488.0,0.0,0.0,0.006147540983606557,0.0,5.9458077574623704,0.0,0.0,0.0,0.7837837837837838,1.0,0.013513513513513514,0.0,0.0,0.0,3.0,1.0,0.013513513513513514,0.0,1.0,14.0,0.028688524590163935,0.0,0.0,0.0,0.1216216216216216,0.0,0.0,0.0020491803278688526,3.0,0.8783783783783784,65.0,0.0,74.0
-0.1561415,0.0,1.1689919999999998,1423.0,-77.5851265,100.78571428571429,15.428571428571429,1.9115044247787611,5.277777777777778,1430.0,0.0,0.0034965034965034965,0.01888111888111888,0.002797202797202797,6.445776433222103,0.0,2.0,0.009259259259259259,0.32407407407407407,0.0,0.0,4.0,4.0,0.0,8.0,7.0,0.032407407407407406,7.0,3.0,66.0,0.046153846153846156,0.0,0.20930232558139536,0.10747663551401869,0.47685185185185186,0.0,0.0,0.0,14.0,0.5231481481481481,113.0,0.0,216.0
-0.124009,452.0,1.132026,1084.0,-56.052175,134.375,20.25,1.5576923076923077,5.512345679012346,1088.0,0.0,0.0,0.014705882352941176,0.0,6.44170212704285,0.0,3.0,0.018518518518518517,0.43209876543209874,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.024691358024691357,4.0,3.0,25.0,0.02297794117647059,0.0,0.14906832298136646,0.0875,0.3580246913580247,0.0,0.0,0.0,8.0,0.6419753086419753,104.0,0.0,162.0
-0.225981,212.0,1.253551,548.0,-47.907895,181.66666666666666,28.0,1.2352941176470589,5.369047619047619,550.0,0.0,0.0,0.01818181818181818,0.0,5.966431261935696,0.0,3.0,0.03571428571428571,0.6785714285714286,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,13.0,0.023636363636363636,0.0,0.024096385542168676,0.0,0.19047619047619047,0.0,0.0,0.0,3.0,0.8095238095238095,68.0,0.0,84.0
-0.1561415,0.0,1.1689919999999998,2528.0,-77.5851265,83.06666666666666,14.2,2.406779661016949,4.645539906103286,2550.0,0.0,0.004313725490196078,0.01019607843137255,0.004313725490196078,6.659848058656916,0.0,0.0,0.0,0.26291079812206575,1.0,0.002347417840375587,10.0,10.0,0.0,25.0,4.0,0.009389671361502348,22.0,12.0,116.0,0.04549019607843137,0.0,0.23058823529411765,0.125,0.5845070422535211,0.0,0.0,0.0,30.0,0.4154929577464789,177.0,0.0,426.0
-0.134545,733.0,1.144017,3485.0,-98.621749,107.84375,16.1875,1.9328358208955223,5.528957528957529,3505.0,0.0,0.003138373751783167,0.013124108416547788,0.003138373751783167,7.435346112065993,0.0,0.0,0.0,0.3474903474903475,3.0,0.005791505791505791,10.0,0.0,0.0,22.0,1.0,0.0019305019305019305,20.0,11.0,96.0,0.027389443651925822,0.0,0.10058027079303675,0.03294573643410853,0.48262548262548266,0.0,0.0,0.0,32.0,0.5173745173745173,268.0,0.0,518.0
-0.310945,3072.0,1.364714,14717.0,-955.222651,474.1290322580645,55.83870967741935,1.081199250468457,7.203928365106875,14728.0,0.0,0.0017653449212384573,0.006789788158609452,0.006653992395437262,10.588815570448748,6.789788158609451e-05,1.0,0.0005777007510109763,0.8630849220103987,2.0,0.0011554015020219526,5.0,2.0,0.0,11.0,1.0,0.0005777007510109763,21.0,6.0,453.0,0.030757740358500815,6.789788158609451e-05,0.023699421965317918,0.015037593984962405,0.07510109763142692,1.0,0.0005777007510109763,6.789788158609451e-05,31.0,0.9248989023685731,1601.0,0.0017331022530329288,1731.0
-0.1561415,0.0,1.1689919999999998,1607.0,-77.5851265,79.4,10.9,2.1584158415841586,5.954128440366972,1622.0,0.0,0.006165228113440197,0.010480887792848335,0.004315659679408138,6.2889423391199415,0.0,6.0,0.027522935779816515,0.23853211009174313,0.0,0.0,12.0,7.0,0.0,8.0,3.0,0.013761467889908258,15.0,3.0,80.0,0.04932182490752158,0.0,0.33640552995391704,0.22685185185185186,0.536697247706422,0.0,0.0,0.0,20.0,0.463302752293578,101.0,0.0,218.0
-0.20019,471.0,1.221635,1122.0,-94.289513,92.75,13.333333333333334,1.391304347826087,5.78125,1128.0,0.0,0.005319148936170213,0.016843971631205674,0.004432624113475178,6.633559560591003,0.0,1.0,0.00625,0.55625,0.0,0.0,5.0,0.0,0.0,6.0,1.0,0.00625,6.0,2.0,37.0,0.03280141843971631,0.0,0.06918238993710692,0.02531645569620253,0.28125,0.0,0.0,0.0,12.0,0.71875,115.0,0.0,160.0
-0.271067,413.0,1.311362,1136.0,-111.950493,86.53846153846153,12.0,1.4311926605504588,6.096153846153846,1144.0,0.0,0.0008741258741258741,0.012237762237762238,0.004370629370629371,6.525124276976814,0.0,1.0,0.00641025641025641,0.5384615384615384,0.0,0.0,5.0,0.0,0.0,6.0,2.0,0.01282051282051282,8.0,3.0,28.0,0.024475524475524476,0.0,0.09032258064516129,0.032467532467532464,0.3012820512820513,0.0,0.0,0.0,13.0,0.6987179487179487,109.0,0.0,156.0
-0.1561415,0.0,1.1689919999999998,2097.0,-77.5851265,79.46153846153847,13.576923076923077,2.292207792207792,4.640226628895184,2115.0,0.0,0.00425531914893617,0.014657210401891253,0.0037825059101654845,6.611513526549339,0.0,0.0,0.0,0.2577903682719547,0.0,0.0,8.0,8.0,0.0,21.0,2.0,0.0056657223796034,18.0,10.0,102.0,0.04822695035460993,0.0,0.22443181818181818,0.11965811965811966,0.5637393767705383,0.0,0.0,0.0,26.0,0.43626062322946174,154.0,0.0,353.0
-0.176222,355.0,1.192703,1567.0,-62.558881,110.78571428571429,19.714285714285715,1.7468354430379747,4.518115942028985,1575.0,0.0,0.0,0.010793650793650795,0.0,6.725960547433031,0.0,0.0,0.0,0.42391304347826086,1.0,0.0036231884057971015,0.0,0.0,0.0,19.0,2.0,0.007246376811594203,8.0,5.0,46.0,0.029206349206349208,0.0,0.08363636363636363,0.025547445255474453,0.427536231884058,1.0,0.0036231884057971015,0.0,14.0,0.572463768115942,158.0,0.0,276.0
-0.291972,3072.0,1.339065,15171.0,-896.936953,688.4545454545455,80.18181818181819,1.1059561128526645,7.517006802721088,15190.0,0.0,0.00026333113890717575,0.0009874917709019092,0.0005924950625411455,10.570644884984464,6.583278472679394e-05,3.0,0.0017006802721088435,0.8304988662131519,3.0,0.0017006802721088435,7.0,7.0,1.0,7.0,3.0,0.0017006802721088435,19.0,8.0,152.0,0.01000658327847268,0.0,0.005672149744753261,0.0005675368898978433,0.0958049886621315,2.0,0.0011337868480725624,6.583278472679394e-05,22.0,0.9041950113378685,1595.0,0.0,1764.0
-0.1561415,0.0,1.1689919999999998,1355.0,-77.5851265,83.875,12.5625,1.8611111111111112,5.422885572139304,1369.0,0.0,0.005113221329437546,0.008765522279035792,0.003652300949598247,6.24520781882404,0.0,5.0,0.024875621890547265,0.38308457711442784,0.0,0.0,8.0,5.0,0.0,16.0,3.0,0.014925373134328358,14.0,5.0,58.0,0.042366691015339665,0.0,0.24,0.17587939698492464,0.4626865671641791,0.0,0.0,0.0,16.0,0.5373134328358209,108.0,0.0,201.0
-0.117943,741.0,1.12518,1743.0,-87.395598,123.64285714285714,17.571428571428573,1.9069767441860466,5.869918699186992,1752.0,0.0,0.003995433789954338,0.015410958904109588,0.003424657534246575,6.490836128786328,0.0,3.0,0.012195121951219513,0.3861788617886179,0.0,0.0,6.0,0.0,0.0,14.0,1.0,0.0040650406504065045,9.0,3.0,52.0,0.02968036529680365,0.0,0.2653061224489796,0.21721311475409835,0.47560975609756095,0.0,0.0,0.0,14.0,0.524390243902439,129.0,0.0,246.0
-0.149508,239.0,1.161263,613.0,-35.732462,61.6,8.7,1.5818181818181818,5.494252873563219,626.0,0.0,0.004792332268370607,0.004792332268370607,0.006389776357827476,5.546688686066693,0.0,3.0,0.034482758620689655,0.41379310344827586,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,13.0,6.0,40.0,0.06389776357827476,0.003194888178913738,0.18604651162790697,0.10588235294117647,0.367816091954023,0.0,0.0,0.0,10.0,0.632183908045977,55.0,0.0,87.0
-0.1561415,0.0,1.1689919999999998,2472.0,-77.5851265,78.90322580645162,11.67741935483871,2.0804597701149423,5.5220994475138125,2494.0,0.0,0.00400962309542903,0.009222133119486768,0.004410585404971933,6.890942165307498,0.0,1.0,0.0027624309392265192,0.30662983425414364,2.0,0.0055248618784530384,11.0,10.0,0.0,16.0,8.0,0.022099447513812154,22.0,8.0,117.0,0.046912590216519647,0.0,0.1523545706371191,0.06944444444444445,0.5193370165745856,8.0,0.022099447513812154,0.0,31.0,0.48066298342541436,174.0,0.0,362.0
-0.155527,543.0,1.168274,2719.0,-84.451276,99.5925925925926,15.074074074074074,1.8251121076233183,5.511056511056511,2739.0,0.0,0.0032858707557502738,0.008762322015334063,0.002555677254472435,7.268101494012648,0.0,0.0,0.0,0.39803439803439805,6.0,0.014742014742014743,7.0,0.0,0.0,13.0,4.0,0.009828009828009828,20.0,11.0,66.0,0.024096385542168676,0.0,0.04187192118226601,0.0024691358024691358,0.45208845208845205,8.0,0.019656019656019656,0.0,27.0,0.547911547911548,223.0,0.0,407.0
-0.17943,324.0,1.196535,1663.0,-58.135163,183.44444444444446,25.77777777777778,1.1485148514851484,6.047413793103448,1669.0,0.0,0.0,0.005991611743559017,0.0,7.536303449941836,0.0,1.0,0.004310344827586207,0.7974137931034483,2.0,0.008620689655172414,0.0,0.0,0.0,6.0,2.0,0.008620689655172414,6.0,3.0,28.0,0.016776512881965248,0.0,0.008658008658008658,0.0,0.1293103448275862,3.0,0.01293103448275862,0.0005991611743559018,9.0,0.8706896551724138,202.0,0.0,232.0
